smiles,zero_point_energy
NC(=O)C(=N)OCC#N,0.099871
OC1(CC2OCC12)C#C,0.134113
CC1CC(CO)C1=NO,0.169543
CC1CC2C3OC3CC12,0.184735
CCC1NC11COC1,0.165184
C1CC23OC2CNC3=N1,0.139011
NC1=C(N)N=C(O)O1,0.097292
CC1=NC2(C)CCC2O1,0.170909
CN=C1ON=C(C)O1,0.105755
CC1COC(=O)NC=C1,0.149572
O=CC1=NC2(CC2)CO1,0.123787
CC1(C)C=CC(=O)C1=O,0.134417
CCCC(=N)OCC=O,0.167269
CC#CC(O)C1CN1C,0.167831
COC1=C(C)N=C(O)N1,0.135299
CCCCC#N,0.13111
CC12OC3CC1CC2O3,0.161911
CCC1=C(N)ON=C1N,0.14806
C1CN2C=CN=C2C=C1,0.140727
CC1CC(C#N)C(C)O1,0.170999
CC1C2C3C1OC23C#N,0.124188
CC1(O)C2C3C1CC23O,0.158043
CCC(O)C(O)CCO,0.202394
CCCC1NC(=O)C=C1,0.171482
CC12OCC1CCC=C2,0.18411
COC1=CN(C)N=C1N,0.14795
CNC(=N)C(=O)CCO,0.157071
CCCC(=O)NC=O,0.140323
C1C2C3OCC1C1C3N21,0.152769
OCC(=O)C1NCC1O,0.146559
CN1CC1(C)C(N)C#N,0.169978
O=CC12CC3C1N3CC2,0.149138
CC1CC2=C(C1)C=CO2,0.161883
O=C1CC2OC2C2OC12,0.113115
CNC(CC#CC)C#N,0.157289
C1OC2CN=CN3C1C23,0.139665
C1C2C3CC1C=CC23,0.158692
C1N2C3C4CCC13C24,0.145207
OCC(=O)CC1(O)CC1,0.156275
C1NC11COCC11CO1,0.148602
CC1CC2(CC2)NC1=O,0.171578
CN1C=C2CCNC2=N1,0.151364
CC1C2C(C)CC12C#C,0.18105
OC1C(=O)N2CC12C=O,0.098558
O=CCC1CC(C1)C#C,0.156997
ON=C1C=CN=NC=C1,0.101461
CC12OC1C(O)C21CC1,0.157707
CC1C2CC3N2CC13O,0.172736
O=COC1CN2CC1C2,0.149492
COCC1(C)CN1C=O,0.168183
CC1OC23CN(C2)C13,0.142112
CC1COC1C#CCO,0.157432
CC1=CCC(C#C)C1O,0.157971
C1C2OC3=NNC=C3C12,0.116381
C1OC11C2CC1CC2,0.156246
OCC1C2NC2C1O,0.143738
CC1=CC(=O)NC(N)=C1,0.137443
CC(C)(C)N=C(N)C=O,0.179206
CC(=O)C(O)C(O)C#N,0.120875
CC1OC2CCC12C#C,0.157779
CC(CC(F)(F)F)C#N,0.10809
CC#CCOC(C)CO,0.178797
CN=C(N)C1=NC=NO1,0.113173
C1CC2CCC=CC2=C1,0.186507
CC1C2NC2(C)C1CO,0.1932
COCC1C2C3OC2C13,0.158216
N#CC1NC2CC2C=C1,0.13886
CC1CC2(CCC2)C1=O,0.181921
CCOC1CC1(O)CC,0.202739
O=CC#CC1=CCCC1,0.135789
CC1CC2OCC1O2,0.15657
COC1=NC(=N)OC=C1,0.113416
CCC(O)C#CCC#C,0.155322
COC(=O)CCC(N)=O,0.145292
OCC1CCOCC1,0.178759
CC1(C)CN(C=N)C1=O,0.15805
CC1CC(=O)C2(O)CC12,0.158816
C1OCC1N1C=CN=N1,0.12643
CCC1CN2C=CC=C12,0.17276
COC1CC2C(O)C12,0.153842
ON=C(C#C)C1CCO1,0.122158
ON=C1CNC(=O)OC1,0.113415
CC(C)C1C(C)OC1=N,0.193014
CC12NC1CC21COC1,0.171012
OC1C2CC2C2CC1C2,0.185998
OC1CC2(CC12)NC=O,0.147303
CCOCC(C)N1CC1,0.215399
CC(CC#N)C(C)(C)O,0.191179
C#CC#CC12CN1CC2,0.123365
NC1=NOC(=N1)N1CC1,0.114422
CC1N=CN2C1CC2=O,0.137308
CC12CC3(OCC13)C=C2,0.159033
CC#CC1=C(C)C=CO1,0.134769
CN1C(C#N)C1(C)CO,0.157231
C1CC2OC2C=CC=C1,0.161428
CC1C(C)C11OCC1C,0.203765
CC1(O)C2CC1(N2)C#N,0.13596
CC1(C)C2CN2C1C#N,0.158681
COC1CN=CNC1=N,0.149213
N#CC1C2OC3CC3C12,0.125921
NC1=NC2CC2(O)C1O,0.136288
CCC1=NC=NN1,0.116214
NC12C3NC3C1OC2=O,0.113396
CC12OC(=O)C3C1NC23,0.125552
O=C1CC2(CC2)N2CC12,0.148253
CC(O)CC(C)CC#C,0.201946
OCCC1(COC1)C#N,0.146731
CC(O)C12OC1CC2O,0.157639
C1OC11C2C3CCC2C13,0.161501
CC(=O)C1NC1C#C,0.116372
CC1C2C3C4C3C2(C)N14,0.171359
COC1CC(C)OC1C,0.204564
CC(C)C1=CON=C1N,0.159424
CCNC(C#N)C(C)=O,0.156563
CC1CC(C)C2(CC2)C1,0.229703
CN1C=CC(=O)N=C1,0.109196
CC1CC2=C(NN=N2)O1,0.126525
CC(=O)CC1COC=N1,0.147252
CC1N2C(=N)C(O)C12C,0.157798
N=C1C=NNC=C1C#N,0.092427
OCC(=O)C1C2CCN12,0.147292
OCC1(CO1)C(F)(F)F,0.09553
O=C1CC(C#N)C1C#N,0.088264
CC#CC(O)CCC#C,0.155061
CC1CC(N)=CC(=O)N1,0.161156
O=CC1=CC(=O)OC=N1,0.077623
O=C1CN=CN1C1CC1,0.137204
OC12CCC3C4C1C2N34,0.149599
CCC1C(C)C(O)C1C,0.227725
CC#CC(C)NCC#N,0.156882
C1C2NC22CCCC=C12,0.174272
CC12C3CC(N13)C21CN1,0.160406
O=C1CC2CC(O1)C=C2,0.139071
N1C=NC2=CN=CC2=N1,0.093697
OC12CC3OCC1C23,0.131886
CC1(O)C2C3CN2C13C,0.169787
O=CC1=CCCC11CO1,0.135604
ON=C1CC2(NC12)C#N,0.100604
CC1C2C(C#N)C1N2C,0.158815
O=C1NCCC2OCC12,0.150602
CC12C=CCC1C2C#N,0.148405
C1C2CNC3=C2N1N=C3,0.12809
COCC(O)C#CC,0.150136
CC(C)(O)C1=NCCO1,0.169793
CC1C2COC1C2O,0.154843
CCC1(O)CNC1C#N,0.158568
OC1CC2C3CN3CC12,0.173668
OCC12C3CN1CC23O,0.147781
CC1=CC=C(C)C(=O)O1,0.135392
NC1=CN=CN=C1C=O,0.102632
CCC1(O)C(C)CC1O,0.20354
[O-]C1=CC(NC=[NH2+])=CO1,0.111449
CC1CC1C(=N)NC=O,0.159454
OC1(C#N)C2NC1C=C2,0.113987
C1C2C3CC4OC1C4N23,0.152253
CN1CC2(O)C3OC3C12,0.14634
OC1C2OCCC12C#C,0.135593
CC1(OCC1C#C)C#C,0.132231
O=C1CC2C3CC(C1)N23,0.150059
C1C2OC2C2=COC=C12,0.115424
N#CC1(OCCO1)C#N,0.088676
CC1=COC(=N)C=C1O,0.124826
CC1C2CN(C)C1C2=O,0.171317
CCC(C)CC#N,0.159135
CC1(CC=O)C2CC1C2,0.182091
OCCC#CCCO,0.151482
OC1C2C3C1C2C3=O,0.107319
CC1(O)C2NC3C2OC13,0.149016
CCOC1=NC(C)=CN1,0.159202
CC1=CC(=O)C(=N)OC1,0.123833
NC(=O)C12CN(C1)C2,0.131594
OCC1=NC(=CO1)C#C,0.099752
CC1CN1C1=NON=C1,0.124399
N#CC1C2CC2C2NC12,0.138928
CCC1COC(C)=NC1,0.194582
O=C1CC23CC(C2)C13,0.130991
OC12CC1(OC2=N)C#C,0.098511
CC#CCC1OCCO1,0.158129
CNC(=O)N(C)CCO,0.180911
CCN1C2CC3OC3C12,0.17177
CC(CO)C1C2CCN12,0.194068
COCC1CN(C1)C=O,0.169941
CNC(C=O)(C#N)C#N,0.098265
CC#CCCC1CCC1,0.204738
NC12COC1COC2=O,0.125757
CC#CCOC1CC1C,0.179547
C1CN1C12C3C4C3C1C24,0.14757
CC(OC=O)C1CC1C,0.179978
C1NC2C3NCC1OC23,0.164151
C1OC11C2C3OC2C13,0.106762
OC1(C#N)C2CCC1O2,0.124892
CC1CN2N=C(N)C=C12,0.149834
CC1N=COC1OC=N,0.13607
O=C1CC=CC2(CC2)N1,0.149042
CC1=CCC2CC1(O)C2,0.183425
CC(=O)C1CO1,0.094448
C1NC11C2CN3CC2C13,0.16293
CCCN1C=NC=C1O,0.160001
OC1C2COC(=N)OC12,0.125534
COC=NCC1CN1,0.153129
CC(C)(O)C1=CNC=C1,0.170571
CC12CN1CC=C2C=O,0.147336
OCC1=NNC=C1O,0.1094
CC12C3N1CC3(C)C2=O,0.146325
O=CC12COC1C(=O)N2,0.100093
CC1CC2OC3C2C13O,0.15954
CCCCCC(O)CC,0.249723
O=CNC1COC(=O)C1,0.12515
CC1CCOC1C1CN1,0.195908
OC1CC1C(=O)NC=O,0.123311
O=CC1N=CNC1C#N,0.101484
CC1CC2(NC12)C=O,0.14171
O=CC12CC3C1COC23,0.136874
COC(C1CC1)C(N)=O,0.169416
CC(CCO)C#CC#C,0.155918
CC1C2OC1C1NC21,0.144183
CC1NC1(CCO)C#N,0.157998
OCC(=N)NC(=N)CO,0.147057
C#CCC1=NCCO1,0.11886
OC1CCC2CC12C#N,0.149029
CC1NC1(C)C(F)(F)F,0.131105
O=C1C2C3OC1C23C#N,0.077382
CC1C2OC2C1(O)CO,0.15706
NC(=O)C12CC1COC2,0.149059
CC1C2C1C(=O)CC2O,0.15906
C1NC11CC2CN2C1,0.156604
CC12NC1C1CC2CO1,0.173849
CC(C)(C#C)C(O)C=O,0.154484
N=COC1CCCOC1,0.172336
COC(C)C1CCC1C,0.22752
CC12CC1N1CC1C2,0.167203
CN(C)C1=CON=C1C,0.158572
CC1CC(=N)OCC=C1,0.172037
O=CCNC1(CC1)C=O,0.144385
CC12OCOC1C2C=O,0.13442
C1NC23C=CC4C2OC134,0.124902
CC1NC1CC=O,0.135416
O=CCCC(C#C)C#C,0.131315
O=CC1CC2(CN12)C#C,0.122203
COC1CC11CC(=O)C1,0.156476
OCC1CCCC1C=O,0.182517
CC(O)C(C)OC=N,0.163033
CCCC1(C)OC1C,0.197603
OC(C#C)C1=NC=NO1,0.088296
OC(C=O)C1=NOC=N1,0.088517
CCC(OC)C1CC1O,0.203154
OC1CC1N1CC(=O)C1,0.145823
CCC(=O)CC1CC1O,0.179421
CC1OC(C)C(O1)C#N,0.146635
CCNC(=O)NC=O,0.129391
CCN1N=CC(C)=C1O,0.158949
OC1COC2C3CC12N3,0.149222
OC1=NC(F)=COC1=N,0.077509
CC(CCO)C1CCO1,0.204478
CC1(CO)CN1C=O,0.140507
OCC1=CC(=O)CC1O,0.134862
COC12CC1(C)OC2=O,0.13336
OC1(CC1)C1OCC=C1,0.158882
OCCN1N=NNC1=O,0.11389
O=CC12CC3C4C(C13)N24,0.12483
C1COC2C3NC2C3O1,0.150848
CC1(O)CCCC1(C)O,0.204521
O=C1NC(=O)C2OC12,0.073236
CC1OC1C1=NC=CO1,0.12464
CC1=NC=C(N1)OC=N,0.124763
CC1C(O)C(=O)C1(C)O,0.155535
CC(C)C(O)(CO)CO,0.202989
CN=C1OC(=O)ON=C1,0.087674
COCC12CN(C1)C2,0.165846
CCC1CC(C)CC1C,0.25262
CC(=O)COC1CC1O,0.155797
OCC1OC2C(C#N)C12,0.124155
CC1=CC(=O)C=C(O)O1,0.112241
CC(C(C)=O)C(=O)CO,0.154745
CCC12OC3(C)CC1C23,0.18116
CN1C=C(O)N=C1C#N,0.102144
CC(C)CC(C=O)C#N,0.16787
CC1CCC1CC(N)=O,0.19345
COCC1OC1CC#N,0.145217
CC#CC(C)(C)OC=O,0.154346
COC=NCCC1CO1,0.168422
CCCC12OC1CC2O,0.181217
O=C1OCC2NC2C1=O,0.101893
COC(=O)CC1CN1,0.141791
CC(C)OC1CC1C#N,0.168633
OC1C2NC2(C=O)C1=O,0.099519
CCCOC1C2COC12,0.181364
CC1NC(=O)C=CC1O,0.148398
CC12OC=NCC1C2O,0.147787
C1OC2C3CC12C1OC31,0.138166
NCC(=O)N(C=O)C=O,0.110352
CC1(CC#N)OC2CC12,0.146405
CC12CC(C)(OC1)C2O,0.182044
CCCC(C)(C)COC,0.249064
CN1CC1C1=NOC=C1,0.136709
COCC1(C)OCC1C,0.203074
C#CC12CCC3C1OC23,0.136187
COCCC(O)C1CC1,0.203414
CC1C(O)CNC1C#N,0.15984
CC1C2CC(O2)C1C#N,0.149146
CC12CN1CC21CC1O,0.169991
O=CC12CN3CC3C1O2,0.124276
CC1=C(C=O)N=CO1,0.095439
OCC1CCC(=O)CN1,0.172617
O=C1NCC=C2CCN12,0.139084
CN=C1C=NOC(O)=N1,0.100441
OC12C3C1C1CC3C2C1,0.162618
CN(CC=O)C(=N)C=O,0.132775
OCCC1OCC11CC1,0.18142
COC1=NNC=C1C,0.131228
OCC1(C#N)C2CCC12,0.148116
CC12CC=CC1NC2=O,0.148751
O=CCN1CCNC1=O,0.136739
CCOC1CCOC1C,0.20498
OC1=CC(CC#N)=CN1,0.113403
CC1C2CC(C2)C1CO,0.207854
O1N=CC2=CC=CC2=N1,0.091139
CCC1=CC(N)=C(O)N1,0.159128
CC12C3CN1C(C=O)C23,0.146972
CN1C(N)=CC=C1C=O,0.136774
NC1(CCCCC1)C#N,0.185434
OCC1CC(C1)C#N,0.142449
CC(C)(O)C1=CN=CN1,0.159557
OC1CC2CC3CC12O3,0.160677
CC1OCCC1C(C)=O,0.181549
OC(CC#N)C#CC=O,0.097905
CC1OCC11CC2CC12,0.182618
CC(C)(C)N1C=NC=N1,0.171726
ON=C1CN2CC3C2C13,0.137744
CC1(C)NC(C=O)C1O,0.168008
NC1=COC2=C1C=NN2,0.104699
COC1=CN(C)C=C1C,0.169976
OC1CC23CNC2C1O3,0.14896
OC(CC#C)C1CO1,0.127964
CCC(CC)CC,0.216646
CC1C2OC2(C)C11CN1,0.169554
N=C1C=C(ON=N1)C=O,0.075234
C1C2CC3=CNN=C3N12,0.128858
O=CN1C2CC3(CN3)C12,0.135929
COCCC1C2CC1O2,0.181498
CC1(C)C(C=O)C2CN12,0.168725
N#CC1OC2=NCCC12,0.11439
OC1C2C3OC2C13C=O,0.110537
CC1(CC1CC#C)C#N,0.14545
COCC12CN3C1CC23,0.170545
CCOCC#CC=O,0.126977
C#CCC1NC1C#C,0.11667
CC1CC2(CN12)C1CO1,0.170778
O=C1CCC2(NC12)C#N,0.113842
CCCC1CC1CO,0.199222
CC1=NCC2(O)CC2O1,0.147125
O=CC(=O)C1CC1C#N,0.099215
OCC1C(O)C2OCC12,0.160629
O=CC12C3CN=C1NC23,0.111856
O=C1OC23CCC2OC13,0.113157
CC1C(CNC1=O)C#C,0.147594
OC1=CNC(O)=C1C#C,0.099787
O=CCC1CC1,0.118731
CCC1(CCO)CN1C,0.215262
COCCC1CC(=O)O1,0.157771
FC1=NC(=O)C(F)=NO1,0.040506
O=CC1CC2=NC=CN12,0.113789
CN1C2CC1(C=O)C2=O,0.122152
CN=C1N=CN=NC=N1,0.10064
CC1(C)CCC2CC1O2,0.207346
CC1OC1C1=CCCC1,0.182709
CN=COC1CN2CC12,0.159154
COC1CC=C(C)CO1,0.181874
CC12OC1CCC2O,0.154004
O=C1CN2CC3NC1C23,0.138589
OC1=NC=C(O1)C1CC1,0.125734
NC1=CC=C(O)OC1=N,0.113588
OCC1=CCOC1,0.124847
CCC1C2CC3CC3C12,0.208058
O=CCCC1(CN1)C=O,0.144971
CCCC(=O)CCOC,0.202016
O=CCN(CC#C)C=O,0.120616
CCCN1CC(C1)C#N,0.182575
N#CCC#CCC#N,0.08282
CC1C2C3CC(O)C1C23,0.184472
CCCC1OCCC1=O,0.181825
C1C2C3OC1CCOC23,0.163181
CC1=C(N)C(=N)OC1=O,0.112629
CC(C)(O)C1COC=N1,0.170498
C1CC2CC=CCCC12,0.209113
CCC(CC)C#CC=O,0.179283
CC(C)C1(C)C(O)C1O,0.202924
OC1C2OC1C2CC#N,0.124147
COC1C2C3CN3C12C,0.169556
O=C1NC2CCN3C2C13,0.140248
COC1CC2(CCC2)C1,0.205475
CC1(CC2NC12)OC=N,0.158611
CC(C)C(=O)N1CC1C,0.191801
OC1C=CN2CCN=C12,0.138293
CCC(CC1CN1)C#N,0.182486
C1OC2C3NC3C=C12,0.121247
N#CCNC1=COC=N1,0.102453
OC1C(COC1=O)C=O,0.111731
CC#CC1=C(N)N=CO1,0.112929
O=C1COC23CN(C2)C13,0.125062
CC#CC1NC1C#C,0.116536
CCC1CC2OC12C#C,0.156997
O=C1[CH-][NH+]2CCCC2=C1,0.150242
CN=C(N)C1(CO1)C#N,0.12267
N=C1COCC(=N)N1,0.121497
CC(C)(C)C1(CO1)C#N,0.167964
CC(C)C12COCC1O2,0.181724
CC1CC2OCC2(C)O1,0.182509
O=C1C2CCC1(O2)C#C,0.111673
CC12CCC3CC1C23C,0.207052
O=CNCC1=CN=NO1,0.100983
CCCCC12CCC1O2,0.204672
OCC12OC1CC2C=O,0.133814
C1CC1N1CC2OCC12,0.171474
CC(C)CCCOC=O,0.203102
CC1C2CC3(CCC3)C12,0.206788
CC(N)=NC1=NON=N1,0.099836
COCC12OC1C1NC21,0.145681
CC1C2OC2CC1CO,0.18314
CC1(C)C2C3C4C3C1C24,0.183161
COC(C)=NCCC=O,0.167263
OC1=NC=C(NC=N)O1,0.102224
CC(C)C1CC1C(C)O,0.226901
CC(C)OC1=CN=CN1,0.159351
CCNC(=O)NC=N,0.142313
CC(NC(C)C#N)C#N,0.146235
OC12CN3C4C(CC13)C24,0.151004
COCC1=CC(=O)NC1,0.147052
CCC#CC(C)CC,0.198128
CC1CC=C(C1)C1CN1,0.195765
O=C1CC2CC=CN12,0.120847
CCCC1=NC=NC=C1,0.161401
CC1=CC(=N)NN=C1C,0.148735
NC1=CN=C(C=N1)C#N,0.091799
O=C1C=CC2CC=CN12,0.127311
CC12CC(=O)CC1(C)O2,0.156895
CC1(CCCC=C1)C#C,0.182576
OC(C#C)C1=CCOC1,0.134161
CC#CC1CC(=N)O1,0.117686
OC12CC1C1OCC1C2,0.160596
OCC12OCC1C1CC21,0.159306
CCC(C)(C)CCCO,0.249166
NC1=CC(=N)C(F)=CO1,0.101777
CCC1CCCC=C1,0.202208
CC(C)CC(C)(O)C#N,0.191038
OC(C=O)C1NC1C=O,0.121729
CC1=C(N)OC(=N)C=N1,0.12434
CC1=CON=C1C(N)=O,0.112691
CC1C2COC1C2CO,0.183364
CN1C2C1C1OCC21,0.142752
CC1=C(C)C(F)=CN=C1,0.13574
OCC1COC(=N1)C#C,0.12389
OC1C2C3OC4C3C1C24,0.138486
N#CCC12COC1CO2,0.124063
CC1=CNC=C1,0.109903
CC(=O)CC#CC1CO1,0.132076
COC=NCC1COC1,0.169385
CCC1CC11CC2OC12,0.181588
CC12CCC1(C)C2CO,0.204223
CCC12CC(C)(C1)C2O,0.204396
COC(C)(CC#C)C#N,0.143361
CC1=CON=C1O,0.09054
N=COC1(CC#C)CC1,0.144835
CC1=COC2=NN=CN12,0.103246
CC1COC11CC1C=O,0.157111
N=C1OCC1C1CO1,0.119042
O=C1NCC2CCCC12,0.175252
CC1OC1C#CC=O,0.104279
CC1(CCO1)C1CC1O,0.18187
CC1C2C3CCC1C23C,0.207635
C1CC23C=CC4C(C24)N13,0.150151
COC1(C=O)C2COC12,0.133544
O=CCOC1=CNN=N1,0.100298
O1C=CN=N1,0.045382
N1C=CC2=C1N=CO2,0.087839
CCC1(O)CC(=O)C1C,0.179267
CN=C1C=CN=CN1C,0.14954
C1C2CCC3C=CC2C13,0.18796
CC1C2C1N(C)C2C#N,0.158651
CC(O)C1=NC(C)=CN1,0.159324
CCC1C2CC2NC1=O,0.172454
CCCNC1=CON=C1,0.159727
OC12CCC1=CNC2=O,0.125245
OC1CC=CCC(=O)C1,0.159659
CC1C(O)C2C1OC2=O,0.13543
NC1=NC(F)=NC(=N)N1,0.091587
CN=C1C=NC=NN1C,0.136767
CC(O)CC1OCC1C,0.204898
CC#CC1(CN1)C(C)=O,0.144502
OC12C3NC3C1OC2=O,0.100503
N#CC12COC3C1CC23,0.126627
O=CC1NC2C1CC2=O,0.123177
O=CCN1CCC=CC1,0.170833
CC1N2CC3C2C13O,0.142323
O=COC1C2NC(=O)C12,0.100236
CC1CC(O1)C(=O)C#N,0.122235
CC1CC(C)(CO)CO1,0.204742
CC1COC(C)C(=O)C1,0.182023
OC1CC2(O)CC1C2,0.154884
CC1=CCN=C(C)OC1,0.170571
COC1CC11CC(C)O1,0.180165
CC1N2CC1(N)C2C#N,0.148152
CCC(C)(O)C(C)CO,0.225441
COC1C2OCC(O)C12,0.159378
CC1CC1(O)CN1CC1,0.192597
CCC12CC1(C)CC2,0.199834
CC#CC(O)C(N)=O,0.116764
CC12OCC3OC1C23C,0.158647
CC1CC(C)(O)C=C1C,0.203892
CC1=CCC(C)(CO)C1,0.204947
CCN1N=C(C)C=C1O,0.159001
CN(C)C(=O)C(=O)CO,0.144465
N=COC1CC1N1CC1,0.158508
OC1C(NCC1=O)C#N,0.112759
CC(=O)CC1=CN=CO1,0.123404
CC1(CC1)C(O)C(N)=O,0.169464
CC1OC1C1CC1C#N,0.146547
CC12C3NC11CCN2C31,0.161228
CC(=O)CC1CC1C#N,0.145463
CC1C2CC(=O)C1CO2,0.160801
OCC12CC(C#N)C1O2,0.123591
CCNC1=NNC=N1,0.133026
O=C1CC(C=C1)C1CO1,0.136149
FC1=CC=CNC1=O,0.085572
CC(C#C)C(O)C#N,0.11614
CCC12CN1CCOC2,0.195593
CCC1OCC1C1CO1,0.181819
NC(=O)CCNC(N)=O,0.147468
COC(C)C1CCC1,0.199476
CCC1NC1C#CCO,0.16949
CC12CC1N1C=CN=C21,0.13797
CC(=O)OC1CC1,0.123256
O=CC1(CC1)C1CCC1,0.182217
CC(=O)NC(=N)CC#N,0.123173
CC1C=CC2C3CC12O3,0.159765
CC12COC(=O)C1CO2,0.13638
NC1=CC(=O)C2CC1O2,0.126293
OC12CC1CC1CC1C2,0.18439
CC12CC3C(C13)C(O)C2,0.183983
N=C1OC=CC(=O)C=N1,0.089876
OC12C3CCN(C13)C2=N,0.137806
CC1=CC(O)C2CC1O2,0.160434
O=C1OC2=C(O1)C=CC2,0.090375
CC1(O)CC(O)C2OC12,0.157676
CCN1CC2CN2C1=O,0.160806
CC1=C(C)C(O)CCC1,0.205729
CN1CC2(N)C(C#N)C12,0.147613
CC1=NCC(O1)C#C,0.118053
CCCNC1=NON=N1,0.135388
C1C2CC3CC(C=C3)C12,0.187408
CC1OCC2CC12C#C,0.158767
CCC(=O)C(OC)C=O,0.154335
O=C1OC2CC1C21CO1,0.113531
CC1C=C(C)CC2OC12,0.182719
NC=NC1=NNN=C1O,0.102827
COC(=O)C1CCCO1,0.159512
CC(=O)C1=NC(N)=NO1,0.100384
O=CNC1=CNC=N1,0.098458
CC1OCOC(=N)C1=O,0.124005
O=CC1NC2CCC=C12,0.148463
CN1CC(=O)C1CO,0.140777
C1OCC23OC4C2C1C34,0.137774
O=C1OC2COC12C#C,0.087745
NC1=NC=NC(N)=C1F,0.103023
OC1C(OC1C#N)C#N,0.088088
N#CC1OC2C=CCC12,0.12621
OC1C2C(=O)OCC12O,0.112032
CC1CC1C1NCC1=O,0.170107
CCCC(CC)OCC,0.249179
OC1(CC#CC#C)CC1,0.133005
O=C1CCC2(CO2)CN1,0.149163
COC1C2C3OC1C23O,0.134577
N=C1CC(CC2CO2)O1,0.147243
C1CC23OCC2OC13,0.131483
C1CC23CCC4C(C24)C13,0.186227
CC1C2CC1(O)C21CC1,0.181653
OCC1CCOC(=O)O1,0.13654
C1C2C=CC3OC12C=C3,0.138076
OCC1=NC(=O)N=CO1,0.089241
CC1CCC1CN1CC1,0.217688
CC#CCC1(C)CCO1,0.179867
COC=NCC#CC#N,0.110554
CCOCCC(=O)OC,0.179266
CCC12CC=CC1CO2,0.183409
CCNCC1=NON=N1,0.135307
COCCC(O)C(C)=O,0.178599
CC12CCC1=CCOC2,0.183909
OCC12CCC(O1)C2O,0.160035
NC1=NC2CC2C1=NO,0.125602
OC1CC2C3COC2C13,0.162222
CC(NC(=O)C#C)C#C,0.120556
CC(C)C(O)C(O)CO,0.202631
CC(=O)C#CC1(C)CO1,0.131848
CN1CC2(C1)OC2CO,0.169213
O=C1ON=CN1CC#N,0.078133
CNC(CC1CO1)C#N,0.158634
C#CCC12CC=CC1O2,0.134774
CCC1NC(CO)C1=O,0.170023
N#CC12NC3COC1C23,0.114919
N#CC1=CCCCC=C1,0.149952
OCC1OCCC1=NO,0.147252
CCOC1=NNN=C1,0.120431
CC1CC2(O)CCC1C2,0.208211
CC1C2CC1(C2)NC=O,0.171347
CC(=O)C1CC2OC12C,0.156682
O=C1COC11CC=CC1,0.135493
CC1OCC2CC1C2,0.179296
CCC(=O)C(=O)OC,0.127308
OC12CC1(CC2)OC=O,0.133572
CN1CCCOC1=O,0.144105
CC1OC(C)C1CCO,0.203852
NC1=C(C=O)C(N)=NN1,0.114312
C1C2CC=CC=CC1O2,0.162179
CC1OC2(C)CC12CO,0.180289
CC12CC1N1CC1C=C2,0.172577
O=CCC1CC2(CC2)C1,0.181185
CC1OC(=O)C2COC12,0.13689
CC1(C)CC2(C)COC12,0.204352
CC1(CO)OC2CC1C2,0.183633
OCC1CC2OCCC12,0.184487
C1OC23C1N1C2C=CC31,0.124802
NC(=O)NC=NCC#N,0.112335
CC12CC1OC1CC21C,0.182143
COC1CC2(CO2)CO1,0.158553
CC1C2CC(O)CC1O2,0.184534
CCC1C2(O)COC12C,0.180089
CC12CC3C1N2CC3O,0.172043
NCC1(CC2CN12)C#N,0.148658
CCN=C1OCC1C=O,0.1458
CC1C(O)C2(C)OC12C,0.179742
CC1OCC2=C1N=CO2,0.126091
OC1COC2C3CC1C23,0.16177
C#CC1CC1CN1CC1,0.169734
CC1C2CN1CC(=O)N2,0.161382
OCC1C2CC(C#C)C12,0.158448
O=COC1CCCC1=O,0.135258
C#CC1COCC2CC12,0.160505
COC(=O)CNC(C)=O,0.144753
CC(C)C1OCC(=O)O1,0.158202
CC12NC1CC1CC2O1,0.173285
CC1=NCCC=CCO1,0.171544
CC1(CC2OC2C1)C=O,0.158591
CC(C)C(C=O)C=O,0.149658
OC1CC=C(C1)C=O,0.130203
CCOC(C=O)C#C,0.125992
CC(C)(O)C1CC2NC12,0.193585
C1OC1C1COC2CC12,0.160264
OC(COC=N)C1CC1,0.169439
CC#CCC12CC1CC2,0.181628
CC1C2OC(CO)C12C,0.181092
CCC#CC(=O)CCO,0.155757
CC(CC=O)C(C)C=O,0.178029
CC1OC(CC=O)C=C1,0.157361
CC(C#N)C1C(C)N1C,0.18073
CC1CC23OC4C2OC134,0.133857
CC12CCC1C2N1CC1,0.194326
N1C2C1C1OC21,0.085037
N#CC1C2NC1C1OC21,0.115087
CC1CNC(=O)NC1=N,0.150606
CC1N=C2OC3C1C23N,0.134165
CC(O)C12CC1C1OC21,0.157477
CC1C2CC(C#C)N12,0.14167
N1C=NC2=CC=CC2=C1,0.117439
CCOC12CN(C1)C2,0.165771
CC12CC1(C)C(O)CC2,0.205768
O=CN1CC(C#N)C1=O,0.088762
O=C1CCCNC(=O)C1,0.149418
CC12C(O)CC1CC2=O,0.15747
CC1OC2(C=O)C(O)C12,0.133848
N=CN(C=O)C=O,0.077313
C#CCCC1CCC=C1,0.18229
N=COC(C#N)C1CN1,0.124428
CCCC1CC1(O)C#N,0.169045
CN1N=C2CNCC2=N1,0.139674
CC(C=O)C1CC(C)O1,0.180091
CCN1N=C(C)C(O)=N1,0.147644
COC1C2CC2C1=NO,0.146254
CNC1=C(O)N=CN1,0.120732
COC(C#N)C(O)C=O,0.120639
OC1=C(C=NN1)C1CC1,0.138065
C1CC=CC#CC=CC1,0.16175
O=C(CCC#N)N1CC1,0.13499
CC1=CC(CC#N)=NO1,0.112406
CC1CN=C(N1)C(C)=O,0.158891
